entry-demo-1,entry-demo-2,entry-demo-3,entry-demo-4,entry-demo-5,entry-ai-1,entry-ai-2,entry-ai-3,entry-ai-4,entry-ai-5,entry-ai-6,entry-ai-7,entry-ai-8,entry-ai-9,entry-ai-10,entry-date
Man,30-39,Netherlands,Professional,Advanced,Yes,3.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,15/11/2024 16:09:10
Man,20-29,Brazil,Professional,Intermediate,Yes,4.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,4.0,15/11/2024 16:16:47
Man,30-39,Hungary,Professional,Intermediate,No,,,,,,,,,,15/11/2024 16:43:48
Man,20-29,Italy,Professional,Intermediate,Yes,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,5.0,15/11/2024 17:26:58
Man,50-59,Italy,Professional,Advanced,No,,,,,,,,,,15/11/2024 17:30:52
Man,30-39,Mexico,Professional,Beginner,Yes,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,15/11/2024 17:53:08
Man,40-49,Chile,Professional,Intermediate,Yes,3.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,3.0,15/11/2024 17:55:18
Man,40-49,Canada,Researcher,Intermediate,No,,,,,,,,,,15/11/2024 18:07:50
Man,30-39,United States,Professional,Beginner,Yes,4.0,4.0,4.0,4.0,5.0,5.0,3.0,1.0,2.0,15/11/2024 18:14:23
Man,40-49,Ukraine,Professional,Beginner,Yes,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,15/11/2024 18:38:38
Man,20-29,Bulgaria,Professional,Advanced,No,,,,,,,,,,15/11/2024 19:21:01
Man,30-39,Switzerland,Professional,Intermediate,No,,,,,,,,,,15/11/2024 19:27:46
Man,40-49,Australia,Professional,Intermediate,Yes,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,15/11/2024 21:08:17
Man,40-49,United States,Professional,Advanced,Yes,1.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,15/11/2024 21:19:25
Man,40-49,United Kingdom,Professional,Advanced,Yes,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,15/11/2024 21:25:42
Man,Prefer not to disclose,Canada,Professional,Intermediate,No,,,,,,,,,,15/11/2024 21:32:00
Man,30-39,Netherlands,Professional,Advanced,Yes,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,15/11/2024 22:21:21
Man,50-59,United States,Professional,Intermediate,No,,,,,,,,,,15/11/2024 22:52:36
Man,30-39,United States,Professional,Intermediate,No,,,,,,,,,,15/11/2024 23:09:04
Man,50-59,United States,Professional,Beginner,No,,,,,,,,,,16/11/2024 01:49:51
Man,30-39,Australia,Professional,Advanced,No,,,,,,,,,,16/11/2024 02:13:04
Man,40-49,France,Professional,Advanced,Yes,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,16/11/2024 03:52:53
Man,60-69,Sweden,Hobbyist,Intermediate,Yes,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,16/11/2024 06:28:12
Man,50-59,Poland,Professional,Advanced,Yes,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,16/11/2024 07:12:12
Man,40-49,Singapore,Student,Beginner,Yes,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,16/11/2024 07:25:46
Man,30-39,South Africa,Professional,Beginner,Yes,5.0,5.0,5.0,3.0,5.0,5.0,2.0,5.0,5.0,16/11/2024 07:35:18
Man,40-49,Sweden,Professional,Advanced,Yes,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,16/11/2024 09:20:38
Man,40-49,Ireland,Professional,Advanced,No,,,,,,,,,,16/11/2024 10:52:13
Man,30-39,Germany,Professional,Advanced,Yes,5.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,16/11/2024 11:22:41
Man,50-59,Australia,Professional,Intermediate,No,,,,,,,,,,16/11/2024 11:54:43
Man,20-29,United Kingdom,Professional,Intermediate,Yes,3.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,16/11/2024 12:37:45
Man,40-49,Germany,Professional,Advanced,Yes,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,16/11/2024 13:02:32
Man,40-49,India,Professional,Intermediate,No,,,,,,,,,,16/11/2024 15:30:10
Man,40-49,Israel,Hobbyist,Advanced,Yes,4.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,16/11/2024 17:04:13
Man,40-49,United Kingdom,Professional,Advanced,Yes,4.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,16/11/2024 17:52:18
Man,40-49,United States,Professional,Advanced,Yes,4.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,3.0,16/11/2024 18:07:09
Woman,20-29,United Kingdom,Student,Beginner,Yes,5.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,4.0,16/11/2024 18:34:05
Man,30-39,United States,Professional,Beginner,No,,,,,,,,,,17/11/2024 00:20:25
Man,40-49,Italy,Professional,Advanced,Yes,5.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,17/11/2024 01:13:18
Man,20-29,Pakistan,Professional,Advanced,No,,,,,,,,,,17/11/2024 08:48:06
Man,40-49,Switzerland,Professional,Intermediate,Yes,5.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,17/11/2024 10:55:37
Man,40-49,Germany,Professional,Intermediate,No,,,,,,,,,,17/11/2024 17:14:28
Man,60-69,United States,Professional,Intermediate,Yes,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,17/11/2024 18:07:45
Man,30-39,Sweden,Professional,Advanced,No,,,,,,,,,,17/11/2024 20:54:06
Man,20-29,United States,Professional,Intermediate,Yes,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,18/11/2024 00:37:44
Woman,30-39,Denmark,Professional,Beginner,Yes,4.0,3.0,4.0,5.0,2.0,2.0,1.0,2.0,3.0,18/11/2024 08:10:38
Man,30-39,Germany,Professional,Intermediate,Yes,1.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,4.0,18/11/2024 08:24:41
Man,40-49,Lithuania,Professional,Advanced,No,,,,,,,,,,18/11/2024 08:57:09
Woman,30-39,India,Professional,Advanced,No,,,,,,,,,,18/11/2024 10:06:20
Woman,30-39,India,Professional,Advanced,Yes,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,18/11/2024 10:20:00
Man,30-39,Germany,Professional,Intermediate,Yes,2.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,18/11/2024 14:32:49
Man,40-49,Spain,Professional,Advanced,Yes,2.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,18/11/2024 14:45:05
Man,30-39,Italy,Professional,Intermediate,Yes,4.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,18/11/2024 16:38:01
Man,20-29,Brazil,Professional,Intermediate,Yes,1.0,1.0,4.0,3.0,4.0,2.0,5.0,2.0,1.0,18/11/2024 17:23:54
Man,40-49,Hungary,Professional,Beginner,No,,,,,,,,,,18/11/2024 20:58:43
Man,20-29,United States,Professional,Intermediate,Yes,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,18/11/2024 21:56:28
Man,40-49,United States,Hobbyist,Beginner,Yes,4.0,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,18/11/2024 22:37:24
Man,40-49,United States,Professional,Intermediate,No,,,,,,,,,,18/11/2024 23:03:26
Man,30-39,France,Professional,Intermediate,No,,,,,,,,,,19/11/2024 08:33:38
Man,40-49,Romania,Professional,Advanced,Yes,1.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,19/11/2024 10:08:25
Man,30-39,India,Professional,Advanced,No,,,,,,,,,,19/11/2024 14:12:58
Man,50-59,India,Professional,Advanced,No,,,,,,,,,,19/11/2024 16:52:50
Man,30-39,United States,Professional,Intermediate,Yes,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,19/11/2024 16:56:17
Man,40-49,Australia,Professional,Advanced,Yes,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,2.0,19/11/2024 21:15:32
Man,40-49,Germany,Prefer not to disclose,Beginner,Yes,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,19/11/2024 21:18:50
Man,40-49,United Kingdom,Professional,Beginner,No,,,,,,,,,,20/11/2024 01:26:15
Man,40-49,Spain,Professional,Advanced,Yes,5.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,20/11/2024 02:22:07
Man,40-49,United Kingdom,Hobbyist,Beginner,Yes,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,20/11/2024 10:55:37
Man,40-49,United Kingdom,Professional,Advanced,Yes,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,20/11/2024 12:21:12
Man,50-59,Germany,Professional,Advanced,Yes,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,20/11/2024 12:29:58
Man,40-49,South Africa,Professional,Beginner,No,,,,,,,,,,21/11/2024 08:19:47
Prefer not to disclose,Prefer not to disclose,Prefer not to disclose,Professional,Intermediate,Yes,2.0,3.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,21/11/2024 12:37:46
Man,20-29,United Kingdom,Professional,Advanced,Yes,2.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,21/11/2024 12:41:44
Man,40-49,Sweden,Professional,Advanced,Yes,3.0,5.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,21/11/2024 21:30:59
Man,50-59,Canada,Professional,Advanced,Yes,3.0,3.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,22/11/2024 01:15:02
Man,50-59,United Kingdom,Professional,Advanced,No,,,,,,,,,,22/11/2024 07:54:50
Woman,30-39,Austria,Hobbyist,Intermediate,Yes,4.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,4.0,22/11/2024 10:06:45
Man,20-29,Australia,Professional,Advanced,Yes,2.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,22/11/2024 10:24:48
Man,50-59,Spain,Professional,Advanced,Yes,1.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,2.0,22/11/2024 12:59:23
Man,50-59,United States,Professional,Beginner,Yes,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,22/11/2024 14:20:39
Man,40-49,Germany,Professional,Intermediate,Yes,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,22/11/2024 22:03:44
Man,30-39,Portugal,Student,Beginner,Yes,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,23/11/2024 10:37:40
Man,30-39,Bulgaria,Professional,Advanced,Yes,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,23/11/2024 19:12:42
Man,60-69,United States,Professional,Intermediate,No,,,,,,,,,,23/11/2024 21:12:03
Man,30-39,Australia,Professional,Advanced,Yes,4.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,23/11/2024 22:14:17
Man,40-49,Mexico,Professional,Advanced,Yes,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,24/11/2024 03:26:37
Man,20-29,Germany,Hobbyist,Beginner,Yes,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,24/11/2024 14:48:14
Man,30-39,Canada,Professional,Advanced,Yes,5.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,4.0,24/11/2024 18:44:55
Man,30-39,United Kingdom,Professional,Beginner,No,,,,,,,,,,25/11/2024 10:31:29
Man,30-39,South Africa,Professional,Intermediate,Yes,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,,26/11/2024 07:23:29
Man,50-59,South Africa,Professional,Advanced,No,,,,,,,,,,26/11/2024 11:39:40
Man,30-39,South Africa,Researcher,Intermediate,Yes,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,26/11/2024 13:39:38
Man,30-39,Brazil,Professional,Intermediate,No,,,,,,,,,,26/11/2024 14:54:32
Man,40-49,United Kingdom,Professional,Advanced,No,,,,,,,,,,26/11/2024 22:05:16
Man,50-59,Australia,Professional,Advanced,Yes,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,26/11/2024 23:32:53
Man,60-69,Sweden,Professional,Intermediate,Yes,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,27/11/2024 10:53:21
Man,20-29,Switzerland,Professional,Intermediate,No,,,,,,,,,,27/11/2024 12:04:29
Man,60-69,Ireland,Professional,Beginner,No,,,,,,,,,,27/11/2024 16:31:44
Woman,30-39,India,Professional,Beginner,Yes,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,28/11/2024 03:19:10
Man,30-39,Germany,Professional,Beginner,Yes,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,28/11/2024 08:25:15
Male.,50-59,United Kingdom,Professional,Beginner,Yes,3.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,28/11/2024 10:55:45
Man,20-29,Bosnia Herzegovina,Hobbyist,Intermediate,Yes,3.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,28/11/2024 14:21:22
Man,20-29,Germany,Professional,Advanced,Yes,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,28/11/2024 20:45:46
Prefer not to disclose,50-59,United Kingdom,Professional,Beginner,No,,,,,,,,,,28/11/2024 23:36:20
Woman,40-49,United States,Professional,Intermediate,No,,,,,,,,,,29/11/2024 06:02:58
Man,40-49,United Kingdom,Professional,Advanced,Yes,5.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,29/11/2024 12:48:02
Man,40-49,Argentina,Professional,Intermediate,Yes,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,01/12/2024 5:49:11
Man,30-39,Singapore,Professional,Intermediate,Yes,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,01/12/2024 16:39:19
Man,30-39,United Kingdom,Professional,Beginner,Yes,5.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,01/12/2024 18:24:32
Man,20-29,Brazil,Professional,Intermediate,Yes,2.0,,2.0,4.0,4.0,3.0,2.0,3.0,3.0,01/12/2024 20:41:56
Man,30-39,Canada,Professional,Advanced,Yes,4.0,3.0,4.0,5.0,5.0,3.0,4.0,1.0,1.0,02/12/2024 4:59:42
Man,20-29,Germany,Professional,Intermediate,Yes,4.0,3.0,4.0,4.0,4.0,2.0,,3.0,3.0,02/12/2024 14:51:43
Man,40-49,Australia,Professional,Intermediate,Yes,3.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,03/12/2024 7:47:40
Man,30-39,Netherlands,Professional,Intermediate,Yes,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,03/12/2024 16:48:20
Man,30-39,United Kingdom,Professional,Beginner,Yes,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,03/12/2024 22:40:45
Man,30-39,Sweden,Student,Intermediate,Yes,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,04/12/2024 13:07:10
Man,30-39,United States,Professional,Advanced,Yes,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,04/12/2024 13:20:14
Man,30-39,Brazil,Professional,Advanced,Yes,4.0,4.0,4.0,5.0,1.0,3.0,1.0,3.0,5.0,04/12/2024 18:27:57
Man,40-49,Russian Federation,Professional,Intermediate,No,,,,,,,,,,05/12/2024 9:54:56
Man,30-39,India,Professional,Advanced,Yes,4.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,06/12/2024 13:11:02
Man,40-49,Netherlands,Professional,Advanced,Yes,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,06/12/2024 15:36:14
Man,50-59,Netherlands,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,06/12/2024 16:13:15
Man,30-39,India,Professional,Intermediate,Yes,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,07/12/2024 5:46:55
Man,20-29,Spain,Professional,Intermediate,Yes,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,08/12/2024 13:39:55
Man,30-39,United States,Hobbyist,Intermediate,Yes,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,09/12/2024 12:31:49
Prefer not to disclose,30-39,United States,Professional,Advanced,Yes,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,10/12/2024 5:18:51
Man,20-29,Switzerland,Professional,Advanced,Yes,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,10/12/2024 7:03:11
Man,40-49,United Kingdom,Professional,Advanced,Yes,2.0,3.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,11/12/2024 15:52:39
Man,20-29,Kenya,Professional,Intermediate,Yes,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,13/12/2024 16:39:50
Man,40-49,Netherlands,Professional,Advanced,Yes,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,15/12/2024 11:36:53
Man,40-49,United Kingdom,Professional,Advanced,Yes,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,17/12/2024 16:05:41
Man,Prefer not to disclose,Prefer not to disclose,Professional,Intermediate,Yes,3.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,17/12/2024 18:35:45
Woman,20-29,United States,Student,Beginner,Yes,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,21/12/2024 17:08:37
Man,30-39,Armenia,Professional,Intermediate,Yes,3.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,25/12/2024 05:45:42
Man,60-69,United States,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,27/12/2024 20:44:51
Man,60-69,United States,Professional,Advanced,Yes,4.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,27/12/2024 21:20:11
Man,60-69,Sweden,Professional,Intermediate,Yes,4.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,02/01/2025 15:27:51
Woman,30-39,Sweden,Professional,Beginner,Yes,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,03/01/2025 11:40:01
Man,40-49,Greece,Professional,Advanced,Yes,4.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,03/01/2025 12:42:21
Man,30-39,Germany,Professional,Advanced,No,,,,,,,,,,03/01/2025 13:09:13
Man,50-59,Sweden,Professional,Intermediate,Yes,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,03/01/2025 16:16:49
Man,40-49,Prefer not to disclose,Professional,Beginner,Yes,5.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,03/01/2025 23:08:01
Man,30-39,United Kingdom,Professional,Beginner,Yes,2.0,2.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,05/01/2025 1:03:12
Man,30-39,Australia,Prefer not to disclose,Intermediate,No,,,,,,,,,,05/01/2025 6:40:06
Man,20-29,India,Professional,Beginner,Yes,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,05/01/2025 13:59:45
Man,30-39,Germany,Professional,Intermediate,Yes,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,05/01/2025 19:59:26
Man,40-49,United States,Professional,Intermediate,Yes,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,05/01/2025 23:41:16
Man,40-49,Latvia,Professional,Beginner,Yes,1.0,4.0,4.0,,3.0,3.0,3.0,3.0,,07/01/2025 6:12:05
Man,30-39,Latvia,Professional,Beginner,Yes,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,07/01/2025 7:45:12
Man,30-39,Latvia,Professional,Beginner,Yes,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,07/01/2025 7:57:21
